客户ID,雇员关系,性别,年龄层级,客户状态,是否外国人,开户渠道,省份名称,年收入
1401999,非员工,男,18-30岁,活跃客户,否,KHM,广东,128099.43
1402023,非员工,男,30-45岁,活跃客户,否,KHM,江西,107427.15
1402039,非员工,女,75岁以上,活跃客户,否,KHM,广东,33824.520000000004
1402045,非员工,男,45-60岁,活跃客户,否,KHM,江西,98088.45
1402053,非员工,男,18-30岁,活跃客户,否,KHM,江西,33977.49
1402066,非员工,女,18-30岁,活跃客户,是,KHM,广东,133041.54
1402084,非员工,女,30-45岁,活跃客户,否,KHN,广东,76523.91
1402089,非员工,男,45-60岁,活跃客户,否,KHN,江西,86224.5
1402165,非员工,女,30-45岁,活跃客户,否,KHM,海南,94478.85
1402174,非员工,女,18-30岁,活跃客户,是,KHM,广东,70439.4
1402191,非员工,男,30-45岁,活跃客户,否,KHM,陕西,84346.83
1402199,非员工,男,45-60岁,活跃客户,否,KHM,江西,81001.41
1402202,非员工,男,45-60岁,活跃客户,否,KHM,陕西,134009.19
1402222,非员工,男,45-60岁,活跃客户,否,KHM,江西,48065.46
1402236,非员工,男,45-60岁,活跃客户,否,KHM,海南,129132.54
1402252,非员工,女,45-60岁,活跃客户,否,KHN,江西,89964.20999999998
1402287,非员工,女,60-75岁,活跃客户,否,KHN,陕西,126727.88999999998
1402306,非员工,女,18-30岁,活跃客户,是,KHN,广东,94395.99
1402307,非员工,女,30-45岁,活跃客户,否,KAT,江西,66645.20999999999
1402311,非员工,女,45-60岁,活跃客户,否,KHN,广东,132796.2
1402324,非员工,女,75岁以上,活跃客户,否,KHN,四川,136429.44
1402335,非员工,女,30-45岁,活跃客户,否,KHN,广东,42684.03
1402339,非员工,男,45-60岁,活跃客户,否,KHN,江西,55991.31
1402369,非员工,女,60-75岁,活跃客户,否,KHK,四川,69640.29000000001
1402373,非员工,男,45-60岁,活跃客户,否,KHK,广东,112405.88999999998
1402401,非员工,男,30-45岁,活跃客户,否,KHM,江西,34693.62
1402402,非员工,男,18-30岁,活跃客户,是,KHM,广东,125594.13
1402404,非员工,男,30-45岁,活跃客户,否,KHM,海南,85166.43000000001
1402433,非员工,男,30-45岁,活跃客户,否,KHM,广东,51809.85000000001
1402468,非员工,男,30-45岁,活跃客户,否,KHN,广东,103369.74
1402479,非员工,男,30-45岁,活跃客户,否,KHN,海南,63982.41
1402491,非员工,女,60-75岁,活跃客户,否,KHN,广东,174112.71
1402496,非员工,男,45-60岁,活跃客户,否,KHN,陕西,107662.11000000002
1402521,非员工,女,18-30岁,活跃客户,否,KHN,广东,90281.61
1402526,非员工,男,30-45岁,活跃客户,否,KHN,海南,55146.18000000001
1402542,非员工,男,30-45岁,活跃客户,否,KHN,广东,99403.5
1402545,非员工,女,45-60岁,活跃客户,否,KHN,四川,267656.52
1402555,非员工,男,18-30岁,活跃客户,否,KHM,海南,44582.52
1402569,非员工,女,30-45岁,活跃客户,是,KHM,广东,138592.74
1402573,非员工,男,18-30岁,活跃客户,否,KHM,陕西,95695.71
1402588,非员工,男,45-60岁,活跃客户,否,KHM,广东,238049.94
1402611,非员工,男,30-45岁,活跃客户,否,KHM,海南,59822.01
1402633,非员工,男,60-75岁,活跃客户,否,KHM,广东,538738.5599999999
1402665,非员工,女,75岁以上,活跃客户,否,KHM,四川,95088.54
1402674,非员工,男,30-45岁,活跃客户,否,KHM,陕西,60240.3
1402679,非员工,男,75岁以上,活跃客户,否,KHM,四川,38183.97
1402682,非员工,男,45-60岁,活跃客户,否,KHM,广东,52432.05
1402695,非员工,男,45-60岁,活跃客户,否,KHM,江西,128688.87
1402700,非员工,男,30-45岁,活跃客户,否,KHM,江西,55489.8
1402703,非员工,男,18-30岁,活跃客户,否,KHM,江西,310956.75
1402704,非员工,女,60-75岁,活跃客户,否,KHM,江西,55489.8
1402705,非员工,女,30-45岁,活跃客户,否,KHM,广东,82704.95999999999
1402708,非员工,男,18-30岁,活跃客户,否,KHM,江西,47713.77
1402715,非员工,女,30-45岁,活跃客户,否,KHM,江西,66306.63
1402720,非员工,女,30-45岁,活跃客户,否,KHN,江西,66672.20999999999
1402754,非员工,男,30-45岁,活跃客户,否,KHM,江西,58734.96
1402769,非员工,女,45-60岁,活跃客户,否,KHM,江西,82674.33
1402796,非员工,男,30-45岁,活跃客户,否,KHN,江西,74522.49
1402818,非员工,男,18-30岁,活跃客户,否,KHN,江西,52480.92
1402819,非员工,女,30-45岁,活跃客户,否,KHN,广东,86684.85
1402838,非员工,男,30-45岁,活跃客户,否,KHN,广东,32146.14
1402846,非员工,女,30-45岁,活跃客户,否,KHN,陕西,76280.1
1402865,非员工,女,30-45岁,活跃客户,否,KHM,陕西,81693.9
1402866,非员工,男,30-45岁,活跃客户,否,KHM,陕西,495550.41
1402889,非员工,男,45-60岁,活跃客户,否,KHN,江西,39782.55
1402924,非员工,女,45-60岁,活跃客户,否,KHN,江西,63103.2
1402948,非员工,男,30-45岁,活跃客户,否,KHM,广东,64960.38
1402952,非员工,男,30-45岁,活跃客户,否,KHM,陕西,113763.24
1402965,非员工,男,30-45岁,活跃客户,否,KHN,江西,244228.59
1402967,非员工,女,45-60岁,活跃客户,否,KHM,江西,62537.01
1402981,非员工,女,30-45岁,活跃客户,否,KHN,陕西,79602.54000000001
1402987,非员工,女,45-60岁,活跃客户,否,KHM,广东,83670.20999999999
1402992,非员工,男,30-45岁,活跃客户,否,KHN,陕西,64726.26
1403010,非员工,男,18-30岁,活跃客户,否,KHM,海南,65758.56
1403040,非员工,男,45-60岁,活跃客户,否,KHM,广东,94567.98
1403085,非员工,男,18-30岁,活跃客户,否,KHN,陕西,62979.0
1403131,非员工,女,18-30岁,活跃客户,否,KHM,江西,44059.89
1403135,非员工,男,45-60岁,活跃客户,否,KHM,江西,34087.29
1403155,非员工,男,30-45岁,活跃客户,否,KHM,江西,122202.18
1403171,非员工,女,30-45岁,活跃客户,是,KHM,广东,59121.56999999999
1403187,非员工,女,30-45岁,活跃客户,否,KHN,广东,176162.58000000005
1403205,非员工,男,30-45岁,活跃客户,否,KHN,江西,47618.19
1403209,非员工,男,30-45岁,活跃客户,否,KHM,广东,412068.3000000001
1403211,非员工,女,60-75岁,活跃客户,否,KHM,四川,125729.43
1403263,非员工,女,45-60岁,活跃客户,否,KHN,广东,174531.0
1403289,非员工,女,30-45岁,活跃客户,否,KHM,陕西,76155.99
1403296,非员工,男,30-45岁,活跃客户,否,KHN,江西,77732.58
1403326,非员工,男,30-45岁,活跃客户,否,KHM,江西,60459.39
1403358,非员工,男,45-60岁,活跃客户,否,KHM,江西,208251.78
1403365,非员工,男,30-45岁,活跃客户,是,KHN,江西,302192.82
1403371,非员工,男,30-45岁,活跃客户,否,KHM,江西,65329.71
1403372,非员工,女,30-45岁,活跃客户,否,KHN,广东,44076.48
1403387,非员工,男,30-45岁,活跃客户,否,KHM,广东,63224.97
1403399,非员工,女,30-45岁,活跃客户,否,KHM,广东,205266.39
1403439,非员工,女,45-60岁,活跃客户,否,KHM,广东,142717.38
1403452,非员工,男,45-60岁,活跃客户,否,KHN,广东,220982.04
1403455,非员工,女,60-75岁,活跃客户,否,KHM,陕西,47007.15
1403481,非员工,女,45-60岁,活跃客户,否,KHM,广东,72200.16
1403488,非员工,女,30-45岁,活跃客户,否,KHM,陕西,121565.16
1403518,非员工,男,30-45岁,活跃客户,否,KHM,江西,95523.39
1403538,非员工,女,30-45岁,活跃客户,否,KHM,江西,92318.28
1403557,非员工,男,45-60岁,活跃客户,否,KHM,广东,152742.84
1403568,非员工,女,45-60岁,活跃客户,否,KHN,海南,33996.06
1403569,非员工,男,30-45岁,活跃客户,否,KHM,海南,97692.03
1403572,非员工,男,30-45岁,活跃客户,否,KHM,广东,135396.45
1403576,非员工,男,75岁以上,活跃客户,否,KHN,江西,115490.22
1403577,非员工,女,45-60岁,活跃客户,否,KHN,江西,121710.78
1403578,非员工,女,30-45岁,活跃客户,否,KHM,广东,51568.89
1403597,非员工,男,45-60岁,活跃客户,否,KHN,广东,257090.7
1403613,非员工,男,30-45岁,活跃客户,否,KHM,广东,136417.68
1403624,非员工,男,30-45岁,活跃客户,否,KHN,广东,98751.48
1403646,非员工,女,30-45岁,活跃客户,否,KHM,广东,98767.53
1403662,非员工,男,60-75岁,活跃客户,否,KHK,江西,82762.35
1403683,非员工,男,30-45岁,活跃客户,是,KHN,广东,360435.66
1403690,非员工,女,30-45岁,活跃客户,否,KHN,陕西,71451.81
1403691,非员工,男,45-60岁,活跃客户,是,KHM,广东,195698.25
1403703,非员工,男,60-75岁,活跃客户,否,KHM,江西,67977.78
1403715,非员工,女,30-45岁,活跃客户,是,KHN,陕西,65408.31
1403718,非员工,男,30-45岁,活跃客户,否,KHM,陕西,40245.96
1403754,非员工,男,60-75岁,活跃客户,否,KFA,四川,408030.93
1403755,非员工,女,60-75岁,活跃客户,否,KFA,四川,408030.93
1403761,非员工,女,45-60岁,活跃客户,否,KHN,江西,35802.270000000004
1403770,非员工,男,18-30岁,活跃客户,是,KHN,广东,86840.28
1403774,非员工,女,30-45岁,活跃客户,否,KHN,广东,107335.92
1403795,非员工,女,30-45岁,活跃客户,否,KHN,海南,87908.16
1403816,非员工,女,45-60岁,活跃客户,否,KHM,广东,55572.72
1403822,非员工,男,30-45岁,活跃客户,否,KHN,江西,78658.23
1403826,非员工,男,45-60岁,活跃客户,否,KHM,海南,158013.09
1403847,非员工,男,60-75岁,活跃客户,是,KHM,江西,59017.77
1403859,非员工,男,60-75岁,活跃客户,否,KHN,广东,114034.29
1403868,非员工,女,30-45岁,活跃客户,否,KHN,广东,146211.03
1403911,非员工,女,45-60岁,活跃客户,否,KHM,广东,152105.31
1403939,非员工,女,75岁以上,活跃客户,否,KHN,四川,81812.64
1404004,非员工,男,18-30岁,活跃客户,否,KHM,海南,61962.54
1404014,非员工,女,45-60岁,活跃客户,是,KHM,江西,81724.86
1404019,非员工,男,18-30岁,活跃客户,否,KHN,广东,78405.0
1404051,非员工,男,18-30岁,活跃客户,是,KHM,广东,178045.91999999995
1404070,非员工,女,18-30岁,活跃客户,否,KHM,江西,183405.3
1404098,非员工,女,18-30岁,活跃客户,否,KHM,广东,86997.24
1404120,非员工,女,30-45岁,活跃客户,否,KHN,海南,107662.08
1404122,非员工,女,45-60岁,活跃客户,否,KHM,江西,22981.56
1404168,非员工,男,30-45岁,活跃客户,否,KHN,海南,36396.03
1404188,非员工,男,45-60岁,活跃客户,否,KHM,广东,218346.39
1404190,非员工,女,45-60岁,活跃客户,否,KHM,江西,50503.47
1404234,非员工,女,60-75岁,活跃客户,否,KHM,江西,25145.73
1404238,非员工,女,30-45岁,活跃客户,否,KHM,广东,47884.2
1404241,非员工,女,18-30岁,活跃客户,是,KHM,广东,44455.74
1404248,非员工,女,30-45岁,活跃客户,否,KHN,广东,37747.77
1404253,非员工,女,30-45岁,活跃客户,否,KHM,江西,49568.31
1404266,非员工,女,18-30岁,活跃客户,否,KHM,江西,38691.66
1404276,非员工,男,30-45岁,活跃客户,否,KHM,江西,58033.26
1404290,非员工,男,45-60岁,活跃客户,否,KHN,四川,438592.23
1404396,非员工,女,60-75岁,活跃客户,否,KHN,四川,193870.47
1404407,非员工,男,30-45岁,活跃客户,否,KHN,江西,190883.28
1404414,非员工,女,45-60岁,活跃客户,否,KHN,江西,70480.56
1404458,非员工,男,30-45岁,活跃客户,是,KHN,海南,28963.14
1404490,非员工,男,30-45岁,活跃客户,否,KHM,江西,36172.11
1404494,非员工,女,30-45岁,活跃客户,否,KHM,广东,98767.53
1404502,非员工,女,45-60岁,活跃客户,否,KHM,广东,114847.8
1404510,非员工,女,45-60岁,活跃客户,否,KHM,广东,251925.51
1404536,非员工,男,30-45岁,活跃客户,否,KHM,海南,60420.9
1404548,非员工,女,30-45岁,活跃客户,否,KHM,江西,50570.04
1404550,非员工,男,75岁以上,活跃客户,否,KHM,广东,247841.49
1404591,非员工,男,30-45岁,活跃客户,是,KHM,江西,62055.78
1404593,非员工,男,30-45岁,活跃客户,否,KHM,广东,34541.64
1404600,非员工,男,60-75岁,活跃客户,否,KHM,四川,354596.07
1404648,非员工,女,18-30岁,活跃客户,否,KHM,江西,71338.41
1404691,非员工,男,30-45岁,活跃客户,否,KHM,广东,68035.04999999999
1404740,非员工,女,18-30岁,活跃客户,否,KHM,广东,57037.08
1404754,非员工,男,18-30岁,活跃客户,否,KHM,江西,49366.71
1404755,非员工,女,30-45岁,活跃客户,否,KHM,广东,132212.16
1404756,非员工,女,18-30岁,活跃客户,否,KHN,海南,45025.32
1404761,非员工,男,30-45岁,活跃客户,否,KHN,江西,33482.37
1404788,非员工,女,30-45岁,活跃客户,否,KHM,海南,81357.51
1404792,非员工,男,30-45岁,活跃客户,否,KHN,江西,38061.66
1404794,非员工,男,30-45岁,活跃客户,否,KHN,陕西,105075.9
1404807,非员工,男,18-30岁,活跃客户,是,KHN,广东,115552.44
1404813,非员工,男,18-30岁,活跃客户,否,KHM,陕西,196744.8
1404871,非员工,女,30-45岁,活跃客户,是,KHM,江西,37159.41
1404904,非员工,男,30-45岁,活跃客户,否,KHM,广东,96540.99
1404905,非员工,女,30-45岁,活跃客户,否,KHM,广东,96540.99
1404909,非员工,女,30-45岁,活跃客户,否,KHM,广东,302106.12
1404913,非员工,女,60-75岁,活跃客户,否,KHM,陕西,69849.36
1404932,非员工,男,18-30岁,活跃客户,否,KHM,广东,65718.33
1404953,非员工,男,18-30岁,活跃客户,否,KHN,江西,42349.11
1404966,非员工,男,30-45岁,活跃客户,否,KHK,江西,62653.53
1405054,非员工,男,45-60岁,活跃客户,否,KHM,陕西,75848.34
1405081,非员工,女,30-45岁,活跃客户,否,KHM,江西,41190.15
1405087,非员工,女,60-75岁,活跃客户,是,KHN,四川,49256.73
1405103,非员工,男,18-30岁,活跃客户,否,KHN,海南,68844.42
1405109,非员工,男,18-30岁,活跃客户,否,KHN,海南,103126.05
1405165,非员工,女,18-30岁,活跃客户,否,KHQ,江西,122265.12
1405195,非员工,女,30-45岁,活跃客户,否,KHN,广东,133370.52
1405270,非员工,女,18-30岁,活跃客户,否,KHK,广东,132834.84
1405296,非员工,女,30-45岁,活跃客户,否,KHM,陕西,136349.40000000002
1405313,非员工,女,30-45岁,活跃客户,是,KHN,海南,60179.7
1405315,非员工,男,30-45岁,活跃客户,否,KHN,广东,67170.56999999999
1405342,非员工,女,45-60岁,活跃客户,否,KHM,海南,59512.83
1405358,非员工,男,45-60岁,活跃客户,否,KHM,江西,55725.33
1405389,非员工,男,18-30岁,活跃客户,否,KHN,江西,126604.38
1405413,非员工,男,45-60岁,活跃客户,否,KHN,江西,63683.34
1405434,非员工,男,18-30岁,活跃客户,否,KHN,广东,224053.14
1405439,非员工,女,30-45岁,活跃客户,否,KHM,广东,156287.28
1405491,非员工,男,45-60岁,活跃客户,否,KHM,江西,117443.22
1405498,非员工,女,18-30岁,活跃客户,否,KHM,江西,86965.83
1405501,非员工,女,60-75岁,活跃客户,否,KHM,广东,60857.94
1405507,非员工,男,18-30岁,活跃客户,否,KHL,江西,56262.45
1405516,非员工,男,30-45岁,活跃客户,否,KHN,广东,218236.08
1405522,非员工,男,30-45岁,活跃客户,否,KHM,海南,86229.03
1405531,非员工,女,45-60岁,活跃客户,否,KHM,广东,191301.09
1405536,非员工,女,30-45岁,活跃客户,否,KHM,江西,105406.29
1405553,非员工,男,30-45岁,活跃客户,否,KHM,江西,34347.60000000001
1405555,非员工,女,45-60岁,活跃客户,否,KHM,广东,237112.59
1405564,非员工,男,45-60岁,活跃客户,否,KHM,江西,24484.53
1405567,非员工,男,60-75岁,活跃客户,否,KHN,四川,101331.72
1405574,非员工,男,45-60岁,活跃客户,否,KHN,海南,149284.88999999998
1405578,非员工,女,45-60岁,活跃客户,否,KHM,陕西,144276.81
1405582,非员工,男,18-30岁,活跃客户,否,KHM,江西,40154.67
1405633,非员工,女,30-45岁,活跃客户,否,KHM,江西,136176.57
1405644,非员工,男,75岁以上,活跃客户,否,KHM,四川,176015.73
1405657,非员工,女,30-45岁,活跃客户,否,KHN,江西,55707.93000000001
1405680,非员工,女,30-45岁,活跃客户,否,KHN,江西,40476.84
1405684,非员工,女,30-45岁,活跃客户,否,KHN,陕西,112220.19
1405706,非员工,男,30-45岁,活跃客户,否,KHM,江西,141564.78
1405714,非员工,女,30-45岁,活跃客户,否,KHN,广东,64731.93000000001
1405752,非员工,女,45-60岁,活跃客户,否,KHM,陕西,59461.86
1405760,非员工,男,75岁以上,活跃客户,否,KHM,四川,93170.97
1405764,非员工,女,45-60岁,活跃客户,否,KHM,广东,102663.6
1405781,非员工,女,30-45岁,活跃客户,否,KHM,广东,39389.7
1405783,非员工,女,45-60岁,活跃客户,否,KHN,陕西,102103.8
1405812,非员工,女,60-75岁,活跃客户,否,KHM,四川,91814.31
1405837,非员工,女,45-60岁,活跃客户,否,KHM,广东,121422.24
1405862,非员工,女,30-45岁,活跃客户,否,KHM,陕西,85583.01
1405881,非员工,女,45-60岁,活跃客户,否,KHN,广东,181314.9
1405925,非员工,女,75岁以上,活跃客户,否,KHN,四川,74989.74
1405964,非员工,女,30-45岁,活跃客户,否,KHN,陕西,49018.2
1405983,非员工,男,45-60岁,活跃客户,否,KHN,广东,115773.45
1405986,非员工,女,18-30岁,活跃客户,是,KHM,陕西,198083.94
1406002,非员工,女,60-75岁,活跃客户,否,KHM,陕西,182564.22
1406004,非员工,男,45-60岁,活跃客户,否,KHN,广东,88053.24
1406009,非员工,女,45-60岁,活跃客户,否,KHN,江西,50757.12
1406010,非员工,男,18-30岁,活跃客户,否,KHQ,广东,418740.33
1406033,非员工,男,30-45岁,活跃客户,否,KHN,江西,75965.43000000001
1406046,非员工,男,30-45岁,活跃客户,否,KHK,广东,51590.97
1406057,非员工,女,30-45岁,活跃客户,否,KHN,广东,69657.39
1406101,非员工,男,30-45岁,活跃客户,否,KHM,广东,46434.21
1406104,非员工,男,60-75岁,活跃客户,否,KHM,广东,158812.53
1406107,非员工,男,30-45岁,活跃客户,否,KHN,广东,116570.34
1406108,非员工,女,30-45岁,活跃客户,否,KHN,广东,116570.34
1406113,非员工,女,30-45岁,活跃客户,否,KHM,广东,516217.41
1406114,非员工,男,30-45岁,活跃客户,否,KHM,海南,32277.06
1406166,非员工,女,30-45岁,活跃客户,否,KHM,江西,38655.48
1406224,非员工,女,30-45岁,活跃客户,否,KHN,江西,47796.45
1406232,非员工,男,18-30岁,活跃客户,否,KHQ,江西,110318.34
1406284,非员工,男,60-75岁,活跃客户,否,KHM,四川,184458.24
1406296,非员工,女,45-60岁,活跃客户,否,KHN,江西,61770.0
1406371,非员工,女,18-30岁,活跃客户,是,KHM,广东,322486.71
1406372,非员工,女,18-30岁,活跃客户,否,KHN,江西,84842.16
1406376,非员工,女,18-30岁,活跃客户,否,KHM,江西,32129.7
1406380,非员工,男,30-45岁,活跃客户,否,KHM,江西,154030.47
1406400,非员工,女,30-45岁,活跃客户,否,KHM,陕西,86221.53
1406466,非员工,女,30-45岁,活跃客户,否,KHN,广东,78309.78
1406496,非员工,女,30-45岁,活跃客户,否,KHM,江西,96437.34
1406500,非员工,男,18-30岁,活跃客户,是,KHM,广东,121677.99
1406504,非员工,女,60-75岁,活跃客户,否,KHN,四川,114773.58
1406524,非员工,女,30-45岁,活跃客户,否,KHM,海南,267789.03
1406551,非员工,女,18-30岁,活跃客户,否,KHM,广东,103140.45
1406553,非员工,女,18-30岁,活跃客户,否,KHM,四川,350560.94999999995
1406556,非员工,女,18-30岁,活跃客户,否,KHM,广东,87059.91
1406581,非员工,男,45-60岁,活跃客户,否,KHM,广东,29944.5
1406584,非员工,男,30-45岁,活跃客户,否,KHM,江西,93475.86
1406585,非员工,男,18-30岁,活跃客户,否,KHM,江西,49985.76
1406830,非员工,女,30-45岁,活跃客户,否,KHN,广东,93342.6
1406910,非员工,男,18-30岁,活跃客户,否,KHQ,广东,140386.13999999998
1406939,非员工,女,45-60岁,活跃客户,否,KHM,海南,175498.32
1406968,非员工,男,45-60岁,活跃客户,否,KHM,江西,93174.63
1406970,非员工,女,30-45岁,活跃客户,否,KHN,广东,230410.05
1407078,非员工,男,60-75岁,活跃客户,否,KHM,江西,161953.98
1407104,非员工,女,18-30岁,活跃客户,否,KHQ,广东,110831.1
1407117,非员工,女,30-45岁,活跃客户,是,KHN,江西,41547.75
1407136,非员工,女,30-45岁,活跃客户,否,KFC,广东,46459.74
1407253,非员工,男,30-45岁,活跃客户,否,KHM,广东,66522.75
1407255,非员工,女,75岁以上,活跃客户,否,KHM,江西,80038.20000000001
1407324,非员工,女,30-45岁,活跃客户,否,KHM,海南,57736.77
1407365,非员工,女,60-75岁,活跃客户,否,KHN,四川,82204.08
1407429,非员工,男,18-30岁,活跃客户,否,KHQ,广东,54764.16
1407437,非员工,男,18-30岁,活跃客户,否,KHQ,广东,86189.43000000001
1407709,非员工,男,30-45岁,活跃客户,否,KHN,江西,50004.75
1407711,非员工,男,18-30岁,活跃客户,否,KHQ,广东,246504.54
1407840,非员工,男,18-30岁,活跃客户,否,KHQ,广东,529511.4299999999
1407858,非员工,女,18-30岁,活跃客户,是,KHN,陕西,123680.7
1407887,非员工,女,18-30岁,活跃客户,否,KHQ,江西,55641.60000000001
1407943,非员工,女,30-45岁,活跃客户,否,KHM,陕西,90971.94
1407955,非员工,男,18-30岁,活跃客户,否,KHQ,江西,100392.96
1407956,非员工,女,18-30岁,活跃客户,否,KHQ,陕西,161930.94
1407973,非员工,女,60-75岁,活跃客户,否,KHM,江西,141979.5
1407993,非员工,男,60-75岁,活跃客户,是,KHM,四川,118038.75
1408012,非员工,男,30-45岁,活跃客户,否,KHM,江西,70763.88
1408020,非员工,男,18-30岁,活跃客户,否,KHQ,广东,144785.76
1408091,非员工,男,60-75岁,活跃客户,否,KHM,四川,51541.41
1408102,非员工,男,18-30岁,活跃客户,否,KHM,广东,102886.92
1408105,非员工,女,30-45岁,活跃客户,否,KHM,广东,93074.4
1408184,非员工,女,30-45岁,活跃客户,否,KHM,广东,105571.05
1408186,非员工,女,30-45岁,活跃客户,否,KHM,江西,118791.12
1408475,非员工,男,18-30岁,活跃客户,否,KHQ,广东,168657.51
1408595,非员工,女,30-45岁,活跃客户,否,KHN,江西,86870.45999999999
1408605,非员工,男,18-30岁,活跃客户,是,KHQ,广东,91103.52
1408695,非员工,男,75岁以上,活跃客户,否,KHM,江西,118819.44
1408840,非员工,女,30-45岁,活跃客户,否,KHN,广东,131313.38999999998
1408864,非员工,男,18-30岁,活跃客户,否,KHQ,广东,105821.61000000002
1408978,非员工,女,75岁以上,活跃客户,否,KHN,四川,116875.38
1408993,非员工,女,18-30岁,活跃客户,否,KHQ,广东,81589.47
1409040,非员工,男,60-75岁,活跃客户,否,KHM,广东,51359.64
1409076,非员工,女,18-30岁,活跃客户,否,KHQ,广东,149700.99
1409104,非员工,男,30-45岁,活跃客户,是,KHK,广东,114568.08
1409124,非员工,男,45-60岁,活跃客户,否,KHN,陕西,28478.01
1409127,非员工,女,30-45岁,活跃客户,否,KHM,广东,53174.58
1409198,非员工,女,18-30岁,活跃客户,否,KHM,广东,178147.32
1409220,非员工,男,45-60岁,活跃客户,否,KHM,江西,87537.15
1409223,非员工,男,18-30岁,活跃客户,否,KHN,广东,65139.0
1409286,非员工,女,45-60岁,活跃客户,否,KHN,广东,96875.1
1409288,非员工,女,60-75岁,活跃客户,否,KHN,广东,118169.25
1409317,非员工,女,30-45岁,活跃客户,否,KHM,广东,131746.62
1409322,非员工,女,18-30岁,活跃客户,否,KHN,广东,167852.31
1409367,非员工,女,18-30岁,活跃客户,否,KHM,广东,67911.78
1409686,非员工,男,18-30岁,活跃客户,否,KHQ,广东,116611.71
1409717,非员工,男,18-30岁,活跃客户,否,KHQ,广东,129661.68
1409834,非员工,男,18-30岁,活跃客户,否,KHQ,广东,100547.04
1409873,非员工,男,30-45岁,活跃客户,否,KHM,江西,64290.93000000001
1410002,非员工,女,18-30岁,活跃客户,否,KHQ,广东,169774.02
1410204,非员工,女,30-45岁,活跃客户,否,KHQ,广东,59068.77
1410264,非员工,女,45-60岁,活跃客户,否,KHM,广东,60735.42
1410319,非员工,男,45-60岁,活跃客户,否,KHN,陕西,68233.79999999999
1410377,非员工,女,30-45岁,活跃客户,否,KHM,江西,106760.28
1410412,非员工,女,30-45岁,活跃客户,否,KHN,江西,47039.34
1410421,非员工,女,18-30岁,活跃客户,否,KHQ,广东,305357.01
1410440,非员工,女,18-30岁,活跃客户,否,KHQ,广东,202372.32
1410494,非员工,女,18-30岁,活跃客户,否,KHQ,广东,88141.31999999998
1410612,非员工,男,18-30岁,活跃客户,否,KHQ,广东,189210.84
1410845,非员工,女,30-45岁,活跃客户,否,KHM,江西,110429.79
1410959,非员工,女,30-45岁,活跃客户,否,KHM,陕西,36066.45
1410962,非员工,女,30-45岁,活跃客户,否,KHN,广东,37919.58
1410968,非员工,女,18-30岁,活跃客户,否,KHM,广东,130969.02
1410978,非员工,女,30-45岁,活跃客户,否,KHM,江西,50117.73
1411119,非员工,女,60-75岁,活跃客户,否,KHN,陕西,105478.05
1411126,非员工,男,18-30岁,活跃客户,否,KHQ,海南,39589.44
1411144,非员工,男,18-30岁,活跃客户,否,KHQ,广东,127233.33
1411207,非员工,男,60-75岁,活跃客户,否,KHM,四川,129367.29
1411250,非员工,女,18-30岁,活跃客户,否,KHN,江西,70348.68000000001
1411342,非员工,男,18-30岁,活跃客户,否,KHQ,陕西,53428.77
1411517,非员工,女,18-30岁,活跃客户,否,KHQ,广东,64047.39
1411563,非员工,女,18-30岁,活跃客户,否,KHQ,广东,96117.09
1411598,非员工,男,18-30岁,活跃客户,否,KHQ,广东,125441.4
1412116,非员工,女,18-30岁,活跃客户,否,KHQ,广东,109018.05
1412180,非员工,女,30-45岁,活跃客户,否,KHN,江西,50547.9
1412212,非员工,女,30-45岁,活跃客户,是,KHM,广东,62487.33
1412444,非员工,男,30-45岁,活跃客户,否,KHN,江西,46640.49
1412760,非员工,男,30-45岁,活跃客户,否,KHN,江西,87534.69
1412786,非员工,男,18-30岁,活跃客户,是,KHQ,陕西,107356.8
1412803,非员工,男,18-30岁,活跃客户,是,KHQ,广东,49828.98
1412829,非员工,女,45-60岁,活跃客户,否,KHM,江西,58807.02
1412877,非员工,女,18-30岁,活跃客户,否,KHQ,广东,59078.46
1412928,非员工,女,45-60岁,活跃客户,否,KHN,广东,97479.21
1413050,非员工,男,18-30岁,活跃客户,否,KHQ,广东,60343.35000000001
1413066,非员工,男,30-45岁,活跃客户,否,KHN,海南,105208.32
1413228,非员工,男,18-30岁,活跃客户,否,KHQ,广东,52964.73
1413231,非员工,女,18-30岁,活跃客户,否,KHQ,广东,229123.5
1413370,非员工,男,18-30岁,活跃客户,否,KHQ,广东,159224.49
1413484,非员工,女,18-30岁,活跃客户,否,KHQ,广东,29434.56
1413521,非员工,男,45-60岁,活跃客户,否,KHO,陕西,168784.16999999998
1413534,非员工,女,18-30岁,活跃客户,否,KHN,江西,94720.65
1413618,非员工,女,60-75岁,活跃客户,否,KHM,江西,42613.2
1413699,非员工,男,45-60岁,活跃客户,否,KHN,广东,87555.29999999999
1413701,非员工,男,18-30岁,活跃客户,否,KHM,广东,99202.77
1413703,非员工,男,30-45岁,活跃客户,否,KHN,江西,64380.3
1413710,非员工,男,18-30岁,活跃客户,否,KHM,广东,99202.77
1413895,非员工,女,18-30岁,活跃客户,否,KHQ,江西,49853.88
1413906,非员工,女,30-45岁,活跃客户,是,KHN,四川,383087.76
1413940,非员工,男,30-45岁,活跃客户,否,KHN,广东,84699.87
1414081,非员工,女,18-30岁,活跃客户,是,KHQ,广东,81023.19
1414117,非员工,女,18-30岁,活跃客户,否,KHQ,江西,102036.72
