SK_ID_CURR,CODE_GENDER,DAYS_BIRTH,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,OCCUPATION_TYPE,ORGANIZATION_TYPE,AMT_INCOME_TOTAL,CNT_FAM_MEMBERS,CNT_CHILDREN
340759,M,-14811,Secondary / secondary special,Married,-2885,Drivers,Industry: type 9,306000.0,2.0,0
340776,M,-19545,Secondary / secondary special,Married,-1595,Drivers,School,229500.0,2.0,0
340824,M,-15881,Secondary / secondary special,Married,-251,Laborers,Business Entity Type 3,90000.0,2.0,0
340831,M,-15992,Secondary / secondary special,Married,-1967,Security staff,Government,180000.0,3.0,1
340833,F,-20180,Incomplete higher,Single / not married,-3636,,Other,90000.0,1.0,0
340872,F,-13734,Higher education,Married,-378,Sales staff,Self-employed,90000.0,2.0,0
340876,F,-10718,Higher education,Single / not married,-1399,Accountants,Transport: type 4,202500.0,1.0,0
340895,F,-16781,Secondary / secondary special,Married,-2667,,Industry: type 1,157500.0,2.0,0
340905,F,-22993,Secondary / secondary special,Single / not married,365243,,XNA,67500.0,1.0,0
340930,F,-18200,Secondary / secondary special,Married,-11445,,Business Entity Type 2,135000.0,2.0,0
340955,F,-24012,Secondary / secondary special,Married,365243,,XNA,57600.0,2.0,0
341012,M,-13786,Secondary / secondary special,Married,-206,High skill tech staff,Business Entity Type 3,180000.0,2.0,0
341014,M,-14235,Secondary / secondary special,Married,-1731,,Self-employed,90000.0,2.0,0
341022,F,-10980,Higher education,Married,-2536,Laborers,Business Entity Type 3,173178.0,3.0,1
341048,M,-12605,Higher education,Married,-958,,Business Entity Type 3,337500.0,2.0,0
341054,F,-16883,Secondary / secondary special,Married,-5885,High skill tech staff,Medicine,220500.0,2.0,0
341060,M,-15285,Secondary / secondary special,Civil marriage,-6491,Low-skill Laborers,Business Entity Type 3,67500.0,2.0,0
341079,F,-16221,Secondary / secondary special,Married,-3025,Core staff,Postal,67500.0,2.0,0
341082,M,-11797,Secondary / secondary special,Married,-414,Laborers,Business Entity Type 3,207000.0,3.0,1
341084,F,-20693,Incomplete higher,Separated,-3729,,Hotel,337500.0,1.0,0
341085,F,-22141,Secondary / secondary special,Single / not married,365243,,XNA,180000.0,1.0,0
341144,M,-13406,Secondary / secondary special,Married,-3899,Laborers,Self-employed,135000.0,4.0,2
341149,F,-16881,Secondary / secondary special,Single / not married,-4689,Cooking staff,Other,157500.0,2.0,1
341174,F,-14884,Secondary / secondary special,Married,-2966,,Kindergarten,90000.0,4.0,2
341180,F,-18762,Secondary / secondary special,Married,-1660,,Other,90000.0,2.0,0
341193,M,-19550,Secondary / secondary special,Married,-12909,Laborers,Business Entity Type 2,450000.0,2.0,0
341195,M,-10886,Secondary / secondary special,Married,-2458,,Government,112500.0,4.0,2
341196,F,-12648,Secondary / secondary special,Civil marriage,-394,Cooking staff,Restaurant,76500.0,4.0,2
341232,F,-20387,Secondary / secondary special,Separated,-3940,,School,135000.0,2.0,1
341238,F,-16950,Secondary / secondary special,Single / not married,-387,Medicine staff,Medicine,112500.0,1.0,0
341270,M,-13898,Secondary / secondary special,Married,-2370,Laborers,Business Entity Type 3,157500.0,2.0,0
341291,M,-8933,Secondary / secondary special,Married,-702,Drivers,Business Entity Type 3,202500.0,2.0,0
341292,F,-11283,Secondary / secondary special,Married,-863,Core staff,Government,72000.0,3.0,1
341309,F,-23749,Secondary / secondary special,Single / not married,365243,,XNA,81000.0,1.0,0
341363,F,-13520,Higher education,Civil marriage,-5240,Managers,Business Entity Type 3,202500.0,2.0,0
341369,M,-24990,Secondary / secondary special,Widow,365243,,XNA,81000.0,1.0,0
341377,M,-20668,Secondary / secondary special,Widow,-1870,Drivers,University,67500.0,1.0,0
341408,M,-18313,Secondary / secondary special,Married,-3573,Sales staff,Self-employed,157500.0,2.0,0
341415,F,-21480,Secondary / secondary special,Civil marriage,365243,,XNA,49500.0,2.0,0
341426,F,-7780,Secondary / secondary special,Single / not married,-776,Sales staff,Business Entity Type 3,90000.0,1.0,0
341435,M,-10801,Higher education,Married,-82,Laborers,School,270000.0,2.0,0
341440,F,-16693,Secondary / secondary special,Married,-1344,Medicine staff,Trade: type 6,207000.0,2.0,0
341455,M,-14915,Higher education,Married,-7165,,Other,191250.0,4.0,2
341467,F,-15109,Higher education,Married,-7312,High skill tech staff,Medicine,135000.0,3.0,1
341477,M,-11132,Higher education,Civil marriage,-1078,Laborers,Business Entity Type 1,157500.0,2.0,0
341511,F,-17212,Secondary / secondary special,Separated,-473,Sales staff,Business Entity Type 3,112500.0,1.0,0
341516,F,-24380,Secondary / secondary special,Civil marriage,365243,,XNA,81000.0,2.0,0
341534,F,-22998,Secondary / secondary special,Married,365243,,XNA,202500.0,2.0,0
341559,F,-10793,Secondary / secondary special,Single / not married,-1693,Medicine staff,Medicine,85500.0,1.0,0
341561,F,-12976,Secondary / secondary special,Civil marriage,-6074,Core staff,Kindergarten,157500.0,3.0,1
341564,F,-19711,Secondary / secondary special,Married,-2746,Laborers,Services,135000.0,2.0,0
341579,F,-19278,Secondary / secondary special,Married,-676,Sales staff,Business Entity Type 3,225000.0,2.0,0
341590,M,-9735,Higher education,Married,-1823,,Transport: type 4,202500.0,2.0,0
341609,F,-21720,Secondary / secondary special,Widow,365243,,XNA,157500.0,1.0,0
341613,F,-13565,Secondary / secondary special,Married,-5369,Core staff,Kindergarten,157500.0,4.0,2
341615,F,-17206,Secondary / secondary special,Married,-1730,Laborers,Business Entity Type 3,180000.0,2.0,0
341623,F,-13174,Higher education,Married,-652,Accountants,Business Entity Type 3,180000.0,4.0,2
341627,F,-20699,Secondary / secondary special,Married,-7898,Laborers,Government,135000.0,2.0,0
341633,F,-19357,Secondary / secondary special,Married,-6166,Core staff,Kindergarten,135000.0,2.0,0
341634,M,-15513,Secondary / secondary special,Married,-2091,,Self-employed,180000.0,3.0,1
341647,F,-8278,Higher education,Single / not married,-348,IT staff,School,135000.0,1.0,0
341683,M,-15792,Secondary / secondary special,Married,-2971,Drivers,Transport: type 4,135000.0,2.0,0
341704,F,-21674,Secondary / secondary special,Married,365243,,XNA,45000.0,2.0,0
341706,F,-23546,Secondary / secondary special,Civil marriage,365243,,XNA,67500.0,2.0,0
341724,F,-23555,Secondary / secondary special,Married,365243,,XNA,45000.0,2.0,0
341730,F,-20528,Secondary / secondary special,Married,365243,,XNA,202500.0,2.0,0
341749,F,-15494,Higher education,Separated,-1052,Accountants,Transport: type 4,270000.0,1.0,0
341775,M,-14791,Secondary / secondary special,Married,-989,Laborers,Business Entity Type 3,202500.0,3.0,1
341777,F,-12350,Higher education,Married,-3783,,Other,675000.0,2.0,0
341794,M,-21844,Higher education,Civil marriage,-1294,High skill tech staff,Self-employed,337500.0,2.0,0
341802,F,-9102,Incomplete higher,Married,-1644,Accountants,Business Entity Type 3,247500.0,2.0,0
341804,F,-20368,Secondary / secondary special,Married,365243,,XNA,99000.0,2.0,0
341806,F,-17437,Secondary / secondary special,Separated,-3544,Laborers,Business Entity Type 3,135000.0,1.0,0
341814,F,-13701,Secondary / secondary special,Civil marriage,-1619,Sales staff,Business Entity Type 3,81000.0,3.0,1
341827,F,-10919,Secondary / secondary special,Married,-4185,Sales staff,Self-employed,225000.0,2.0,0
341835,M,-15189,Higher education,Married,-392,Sales staff,Business Entity Type 3,157500.0,3.0,1
341839,F,-15686,Secondary / secondary special,Separated,-1222,Cooking staff,Business Entity Type 3,180000.0,2.0,1
341851,F,-16812,Secondary / secondary special,Civil marriage,-132,Core staff,Trade: type 3,121500.0,2.0,0
341861,F,-17505,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
341875,F,-8660,Higher education,Single / not married,-1248,Laborers,Transport: type 2,135000.0,1.0,0
341903,F,-11776,Incomplete higher,Civil marriage,-1531,,Business Entity Type 3,121500.0,3.0,1
341907,M,-10601,Secondary / secondary special,Single / not married,-542,Laborers,Business Entity Type 3,157500.0,1.0,0
341908,M,-16636,Higher education,Widow,-108,,Trade: type 6,112500.0,1.0,0
341915,M,-18269,Secondary / secondary special,Married,-401,Laborers,Business Entity Type 2,225000.0,2.0,0
341924,F,-15693,Secondary / secondary special,Married,-6190,,Industry: type 11,90000.0,3.0,1
341980,M,-15543,Higher education,Married,365243,,XNA,135000.0,2.0,0
341985,F,-12819,Higher education,Single / not married,-126,Sales staff,Business Entity Type 3,292500.0,2.0,1
342037,F,-21020,Higher education,Civil marriage,365243,,XNA,157500.0,2.0,0
342069,F,-16500,Secondary / secondary special,Married,-954,,Government,90000.0,3.0,1
342079,M,-17833,Higher education,Married,-6790,Core staff,Agriculture,382500.0,2.0,0
342129,F,-19969,Secondary / secondary special,Civil marriage,-2516,,Business Entity Type 3,180000.0,2.0,0
342137,F,-22925,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
342156,M,-11971,Secondary / secondary special,Married,-634,Laborers,Business Entity Type 2,202500.0,2.0,0
342170,F,-15859,Secondary / secondary special,Single / not married,-3452,Cleaning staff,Business Entity Type 3,72000.0,2.0,1
342184,F,-19666,Secondary / secondary special,Married,-5064,Laborers,Business Entity Type 3,45000.0,2.0,0
342207,F,-15888,Secondary / secondary special,Separated,-1373,Laborers,Business Entity Type 3,189000.0,1.0,0
342227,F,-8777,Secondary / secondary special,Married,-439,Sales staff,Trade: type 1,126000.0,3.0,1
342240,F,-21405,Secondary / secondary special,Single / not married,-14743,Core staff,Postal,90000.0,1.0,0
342264,F,-13164,Higher education,Civil marriage,-192,Core staff,Kindergarten,202500.0,2.0,0
342266,F,-12991,Higher education,Married,-2398,,Industry: type 9,67500.0,4.0,2
342274,M,-16122,Secondary / secondary special,Married,-7434,Laborers,Business Entity Type 3,225000.0,4.0,2
342304,F,-15179,Secondary / secondary special,Separated,-8501,Laborers,Industry: type 5,157500.0,2.0,1
342309,M,-20598,Secondary / secondary special,Married,-821,Laborers,Self-employed,216000.0,2.0,0
342315,F,-21876,Secondary / secondary special,Single / not married,365243,,XNA,135000.0,1.0,0
342364,F,-23510,Secondary / secondary special,Married,365243,,XNA,135000.0,2.0,0
342369,F,-14014,Higher education,Married,-1075,Sales staff,Self-employed,90000.0,5.0,3
342381,M,-11742,Secondary / secondary special,Married,-750,High skill tech staff,Industry: type 3,135000.0,4.0,2
342387,F,-18921,Secondary / secondary special,Widow,-5179,Laborers,Business Entity Type 3,162000.0,1.0,0
342391,M,-13790,Secondary / secondary special,Civil marriage,-381,High skill tech staff,Business Entity Type 3,270000.0,3.0,1
342398,F,-18748,Secondary / secondary special,Married,-265,Cooking staff,Self-employed,247500.0,2.0,0
342399,M,-21656,Higher education,Married,-5214,Drivers,Government,112500.0,2.0,0
342403,F,-10136,Secondary / secondary special,Single / not married,-1030,Sales staff,Business Entity Type 3,94500.0,1.0,0
342425,F,-22025,Higher education,Married,-12494,Core staff,Kindergarten,225000.0,2.0,0
342433,F,-10676,Secondary / secondary special,Married,-2725,Laborers,Industry: type 7,112500.0,3.0,1
342484,F,-15909,Higher education,Married,-2402,Sales staff,Trade: type 7,297000.0,2.0,0
342497,F,-20843,Higher education,Married,365243,,XNA,211500.0,2.0,0
342509,F,-18779,Secondary / secondary special,Married,365243,,XNA,184500.0,5.0,3
342518,F,-18988,Secondary / secondary special,Married,-5225,Sales staff,Self-employed,85500.0,2.0,0
342521,M,-17510,Secondary / secondary special,Civil marriage,-1263,Security staff,School,202500.0,3.0,1
342549,M,-15107,Secondary / secondary special,Civil marriage,-982,Laborers,Business Entity Type 3,157500.0,3.0,1
342634,M,-14072,Higher education,Separated,-170,Drivers,Business Entity Type 3,99000.0,2.0,1
342640,F,-20043,Higher education,Separated,-2240,Accountants,Business Entity Type 3,652500.0,1.0,0
342668,M,-21983,Secondary / secondary special,Married,365243,,XNA,67500.0,2.0,0
342685,F,-11400,Higher education,Married,-989,High skill tech staff,Industry: type 11,135000.0,3.0,1
342696,F,-15462,Secondary / secondary special,Married,-627,Core staff,Trade: type 7,337500.0,2.0,0
342718,M,-22909,Secondary / secondary special,Married,-869,Managers,Business Entity Type 3,432000.0,2.0,0
342721,F,-11556,Higher education,Married,-1199,Accountants,Business Entity Type 1,157500.0,3.0,1
342727,M,-8178,Secondary / secondary special,Single / not married,-815,,Business Entity Type 3,315000.0,1.0,0
342751,M,-20191,Secondary / secondary special,Married,-4934,Laborers,Construction,270000.0,2.0,0
342757,F,-15158,Secondary / secondary special,Married,-2723,Sales staff,Self-employed,121500.0,2.0,0
342771,F,-15259,Secondary / secondary special,Single / not married,-2538,Waiters/barmen staff,Hotel,85500.0,2.0,1
342783,F,-20832,Secondary / secondary special,Single / not married,-11355,High skill tech staff,Business Entity Type 3,126000.0,1.0,0
342793,F,-15272,Secondary / secondary special,Married,-4651,Cooking staff,Kindergarten,202500.0,4.0,2
342811,F,-15825,Secondary / secondary special,Married,-333,,Hotel,112500.0,2.0,0
342819,M,-9395,Secondary / secondary special,Single / not married,-1200,,Security,292500.0,1.0,0
342826,F,-20272,Secondary / secondary special,Married,365243,,XNA,112500.0,2.0,0
342831,M,-9195,Secondary / secondary special,Single / not married,-1242,Laborers,Other,135000.0,1.0,0
342838,F,-23100,Secondary / secondary special,Single / not married,365243,,XNA,94500.0,1.0,0
342841,F,-20718,Higher education,Single / not married,-2908,Core staff,Government,315000.0,1.0,0
342881,M,-21886,Secondary / secondary special,Married,-7171,Laborers,Construction,180000.0,2.0,0
342886,F,-18230,Secondary / secondary special,Married,-7763,Cooking staff,Other,270000.0,2.0,0
342891,M,-15838,Incomplete higher,Married,-2124,Drivers,Business Entity Type 2,270000.0,2.0,0
342919,F,-12180,Higher education,Married,-1955,Core staff,Government,135000.0,2.0,0
342929,F,-23202,Secondary / secondary special,Widow,365243,,XNA,135000.0,1.0,0
342930,F,-20739,Secondary / secondary special,Civil marriage,365243,,XNA,110250.0,2.0,0
342931,M,-19696,Secondary / secondary special,Single / not married,-922,Drivers,Construction,112500.0,1.0,0
342934,F,-10808,Higher education,Married,-1031,Core staff,Restaurant,135000.0,2.0,0
342936,F,-18779,Secondary / secondary special,Married,-1933,,Business Entity Type 3,67500.0,2.0,0
342989,F,-13342,Higher education,Married,-155,High skill tech staff,Industry: type 4,112500.0,3.0,1
343009,F,-18910,Secondary / secondary special,Married,-8109,Sales staff,Self-employed,166500.0,2.0,0
343017,F,-19334,Secondary / secondary special,Married,-2349,,School,85500.0,2.0,0
343031,M,-14015,Secondary / secondary special,Civil marriage,-1212,Laborers,Restaurant,108000.0,2.0,0
343032,F,-12644,Higher education,Married,-1648,Accountants,Business Entity Type 3,225000.0,4.0,2
343040,M,-19218,Secondary / secondary special,Married,-2949,Drivers,Postal,81000.0,2.0,0
343048,F,-23438,Secondary / secondary special,Married,365243,,XNA,202500.0,2.0,0
343069,F,-11620,Incomplete higher,Married,-294,Core staff,Self-employed,220500.0,2.0,0
343075,F,-12695,Secondary / secondary special,Married,-1154,Sales staff,Trade: type 7,225000.0,2.0,0
343083,M,-17948,Higher education,Single / not married,-5037,,Military,225000.0,2.0,1
343088,M,-18590,Secondary / secondary special,Married,-1168,Laborers,Construction,112500.0,2.0,0
343101,M,-24932,Secondary / secondary special,Married,365243,,XNA,81000.0,2.0,0
343116,F,-22441,Higher education,Married,365243,,XNA,202500.0,2.0,0
343125,F,-17009,Secondary / secondary special,Separated,-3109,Sales staff,Trade: type 7,202500.0,1.0,0
343156,F,-11978,Secondary / secondary special,Married,-1148,Cooking staff,School,81000.0,6.0,4
343171,M,-8347,Secondary / secondary special,Civil marriage,-364,Sales staff,Self-employed,90000.0,3.0,1
343179,M,-10929,Secondary / secondary special,Married,-2407,Core staff,Military,202500.0,2.0,0
343184,F,-23005,Secondary / secondary special,Married,365243,,XNA,38250.0,2.0,0
343189,F,-23971,Secondary / secondary special,Civil marriage,365243,,XNA,72000.0,2.0,0
343194,F,-20379,Secondary / secondary special,Married,-815,Laborers,Business Entity Type 3,180000.0,2.0,0
343199,F,-18660,Secondary / secondary special,Single / not married,-3823,,Self-employed,202500.0,1.0,0
343255,F,-10470,Higher education,Married,-1489,Core staff,Government,180000.0,2.0,0
343258,M,-16003,Secondary / secondary special,Widow,-904,,Business Entity Type 2,247500.0,1.0,0
343272,F,-17811,Secondary / secondary special,Married,365243,,XNA,225000.0,2.0,0
343308,M,-14695,Secondary / secondary special,Married,-326,Laborers,Business Entity Type 1,90000.0,4.0,2
343320,M,-16120,Secondary / secondary special,Single / not married,-1028,Security staff,Security,166500.0,1.0,0
343321,F,-16555,Secondary / secondary special,Single / not married,-1523,Sales staff,Business Entity Type 3,108000.0,1.0,0
343330,F,-19178,Secondary / secondary special,Married,-12500,Drivers,Other,112500.0,2.0,0
343350,M,-14899,Incomplete higher,Married,-5736,,Self-employed,450000.0,2.0,0
343358,M,-11110,Higher education,Married,-3138,IT staff,Government,112500.0,3.0,1
343393,M,-14355,Secondary / secondary special,Civil marriage,-1005,Drivers,Industry: type 3,135000.0,2.0,0
343395,M,-7859,Secondary / secondary special,Married,-132,Cooking staff,Restaurant,121500.0,3.0,1
343399,M,-11681,Higher education,Married,-2383,Managers,Construction,189000.0,2.0,0
343437,M,-22678,Secondary / secondary special,Married,365243,,XNA,225000.0,2.0,0
343453,F,-15075,Secondary / secondary special,Separated,-1718,,Government,180000.0,1.0,0
343454,M,-11378,Secondary / secondary special,Married,-867,Drivers,Business Entity Type 3,225000.0,3.0,1
343504,F,-14215,Incomplete higher,Married,-2775,Accountants,Business Entity Type 3,112500.0,3.0,1
343533,M,-14770,Higher education,Single / not married,-884,Drivers,Business Entity Type 3,135000.0,1.0,0
343545,F,-16607,Higher education,Married,-2446,Managers,Business Entity Type 3,247500.0,3.0,1
343549,F,-18542,Higher education,Single / not married,-2994,Core staff,Government,112500.0,1.0,0
343563,F,-12063,Secondary / secondary special,Married,-1502,Managers,Business Entity Type 3,225000.0,2.0,0
343582,F,-15649,Higher education,Widow,-1720,,Other,270000.0,1.0,0
343598,F,-16550,Higher education,Civil marriage,-2979,Core staff,Business Entity Type 3,225000.0,2.0,0
343601,F,-18631,Secondary / secondary special,Married,365243,,XNA,157500.0,2.0,0
343606,F,-13207,Higher education,Married,-5470,Core staff,Bank,67500.0,4.0,2
343613,F,-17277,Higher education,Married,-2780,,Business Entity Type 3,135000.0,2.0,0
343621,F,-16937,Secondary / secondary special,Married,365243,,XNA,76500.0,2.0,0
343625,F,-23661,Secondary / secondary special,Widow,365243,,XNA,112500.0,1.0,0
343650,F,-18896,Secondary / secondary special,Married,-10521,HR staff,Business Entity Type 3,107797.5,2.0,0
343660,M,-13452,Higher education,Married,-1531,Drivers,Military,180000.0,3.0,1
343705,F,-19013,Secondary / secondary special,Widow,-3575,Laborers,Business Entity Type 3,157500.0,1.0,0
343708,M,-10438,Secondary / secondary special,Single / not married,-306,Laborers,Other,180000.0,1.0,0
343736,F,-13345,Secondary / secondary special,Single / not married,-1861,,Business Entity Type 3,261000.0,2.0,1
343744,F,-10574,Secondary / secondary special,Separated,-1272,,Other,72000.0,1.0,0
343746,F,-16187,Secondary / secondary special,Single / not married,-236,Core staff,Trade: type 7,121500.0,1.0,0
343748,M,-11543,Higher education,Single / not married,-1065,Drivers,Construction,225000.0,1.0,0
343755,M,-14257,Secondary / secondary special,Married,-3293,Core staff,Police,225000.0,4.0,2
343764,F,-13255,Higher education,Married,-2314,Core staff,Government,126000.0,5.0,3
343800,F,-21866,Secondary / secondary special,Separated,365243,,XNA,45000.0,1.0,0
343839,F,-10148,Secondary / secondary special,Single / not married,-616,Laborers,Medicine,67500.0,1.0,0
343858,M,-19883,Incomplete higher,Married,365243,,XNA,180000.0,2.0,0
343864,M,-20260,Secondary / secondary special,Married,365243,,XNA,135000.0,2.0,0
343880,F,-11964,Secondary / secondary special,Married,-1645,Cleaning staff,School,225000.0,3.0,1
343903,M,-10767,Secondary / secondary special,Civil marriage,-1656,,Industry: type 4,112500.0,2.0,0
343935,F,-17304,Secondary / secondary special,Married,-709,Sales staff,Business Entity Type 3,202500.0,2.0,0
343962,M,-11572,Secondary / secondary special,Single / not married,-484,Drivers,School,202500.0,1.0,0
343985,F,-15814,Higher education,Married,-3180,Core staff,School,180000.0,3.0,1
344009,F,-9418,Secondary / secondary special,Single / not married,-701,Sales staff,Self-employed,90000.0,1.0,0
344010,F,-23363,Secondary / secondary special,Married,365243,,XNA,216000.0,2.0,0
344038,F,-16675,Higher education,Married,-5705,Managers,Government,247500.0,2.0,0
344074,M,-23000,Secondary / secondary special,Married,365243,,XNA,112500.0,2.0,0
344078,M,-13454,Secondary / secondary special,Married,-1320,Laborers,Business Entity Type 1,180000.0,2.0,0
344092,F,-13117,Secondary / secondary special,Married,-1861,Sales staff,Self-employed,135000.0,2.0,0
344115,M,-18598,Secondary / secondary special,Married,-2832,Drivers,Business Entity Type 3,112500.0,2.0,0
344146,F,-12787,Secondary / secondary special,Single / not married,-1041,Sales staff,Self-employed,67500.0,1.0,0
344147,M,-9701,Secondary / secondary special,Civil marriage,-1947,Laborers,Other,202500.0,2.0,0
344152,F,-11476,Secondary / secondary special,Single / not married,-3543,,Self-employed,135000.0,1.0,0
344191,M,-11363,Secondary / secondary special,Married,-392,Laborers,Construction,202500.0,4.0,2
344210,M,-13771,Secondary / secondary special,Married,-4656,Private service staff,Services,135000.0,2.0,0
344216,F,-21330,Secondary / secondary special,Widow,365243,,XNA,135000.0,1.0,0
344259,F,-13483,Secondary / secondary special,Single / not married,-822,Sales staff,Trade: type 3,382500.0,1.0,0
344261,F,-21884,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
344282,F,-21346,Secondary / secondary special,Single / not married,365243,,XNA,54000.0,1.0,0
344286,F,-10797,Higher education,Married,-2211,Core staff,Agriculture,85500.0,3.0,1
344325,M,-16394,Secondary / secondary special,Civil marriage,-1087,Drivers,Self-employed,135000.0,2.0,0
344329,M,-15660,Incomplete higher,Separated,-2432,Laborers,Business Entity Type 3,270000.0,1.0,0
344336,F,-19825,Secondary / secondary special,Married,-10778,Laborers,Business Entity Type 2,54000.0,2.0,0
344347,F,-18124,Secondary / secondary special,Married,365243,,XNA,270000.0,2.0,0
344364,F,-20842,Higher education,Married,365243,,XNA,56250.0,2.0,0
344372,F,-19173,Secondary / secondary special,Separated,-12125,Managers,Kindergarten,157500.0,1.0,0
344384,F,-22493,Secondary / secondary special,Widow,365243,,XNA,112500.0,1.0,0
344400,F,-19303,Secondary / secondary special,Married,-1503,,Kindergarten,180000.0,2.0,0
344418,F,-19576,Secondary / secondary special,Married,-9640,Accountants,Industry: type 3,346500.0,2.0,0
344437,F,-22300,Secondary / secondary special,Married,-15542,Medicine staff,Medicine,157500.0,2.0,0
344449,M,-12987,Secondary / secondary special,Married,-1377,Laborers,Other,225000.0,4.0,2
344459,F,-22858,Secondary / secondary special,Married,365243,,XNA,180000.0,2.0,0
344508,F,-19179,Secondary / secondary special,Married,-1110,Sales staff,Business Entity Type 3,67500.0,2.0,0
344519,F,-12004,Secondary / secondary special,Married,-1123,Core staff,Self-employed,216000.0,4.0,2
344523,M,-12278,Secondary / secondary special,Separated,-2898,Laborers,Transport: type 4,153900.0,1.0,0
344527,F,-15610,Higher education,Married,-4612,,Other,328500.0,2.0,0
344545,F,-18133,Higher education,Married,-7243,Managers,Industry: type 11,148500.0,2.0,0
344563,F,-21465,Secondary / secondary special,Married,-156,Cleaning staff,Business Entity Type 3,112500.0,2.0,0
344567,F,-20396,Secondary / secondary special,Separated,-925,Cleaning staff,Services,90000.0,1.0,0
344581,M,-14620,Secondary / secondary special,Married,-1371,,Transport: type 4,112500.0,2.0,0
344605,F,-11609,Higher education,Married,-1474,Laborers,Hotel,135000.0,4.0,2
344613,M,-22024,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
344636,F,-20899,Secondary / secondary special,Civil marriage,-1321,Sales staff,Self-employed,225000.0,2.0,0
344648,F,-15226,Secondary / secondary special,Civil marriage,-1977,Managers,Business Entity Type 3,225000.0,4.0,2
344651,F,-19245,Secondary / secondary special,Married,365243,,XNA,300600.0,2.0,0
344661,M,-14894,Secondary / secondary special,Single / not married,-804,Laborers,Business Entity Type 3,90000.0,2.0,1
344706,F,-18263,Secondary / secondary special,Separated,-3234,,Other,81000.0,1.0,0
344718,M,-9293,Secondary / secondary special,Married,-1701,Laborers,Government,180000.0,3.0,1
344719,F,-20372,Secondary / secondary special,Civil marriage,365243,,XNA,180000.0,2.0,0
344733,F,-12848,Secondary / secondary special,Married,-1880,Laborers,Business Entity Type 2,360000.0,3.0,1
344743,F,-8517,Incomplete higher,Single / not married,-562,Laborers,Medicine,135000.0,1.0,0
344744,M,-16313,Secondary / secondary special,Married,-1348,Drivers,Business Entity Type 3,256500.0,4.0,2
344759,F,-14209,Secondary / secondary special,Married,-2811,Sales staff,Self-employed,270000.0,2.0,0
344775,M,-9154,Higher education,Single / not married,-234,Sales staff,Self-employed,135000.0,1.0,0
344824,F,-10778,Secondary / secondary special,Married,365243,,XNA,180000.0,4.0,2
344876,F,-19826,Secondary / secondary special,Civil marriage,-12171,Laborers,Other,135000.0,2.0,0
344899,M,-13439,Secondary / secondary special,Civil marriage,-268,Low-skill Laborers,Self-employed,171000.0,2.0,0
344922,F,-15908,Secondary / secondary special,Married,-2149,Medicine staff,Medicine,90000.0,3.0,1
344932,M,-19791,Secondary / secondary special,Married,-1874,Laborers,Business Entity Type 3,225000.0,2.0,0
344938,F,-19581,Secondary / secondary special,Married,-4796,,Business Entity Type 3,139500.0,2.0,0
344950,M,-21815,Secondary / secondary special,Married,-1679,Laborers,Housing,121500.0,2.0,0
344984,F,-11515,Secondary / secondary special,Married,-2168,Sales staff,Self-employed,112500.0,2.0,0
345006,F,-15586,Higher education,Married,-2898,Accountants,Self-employed,270000.0,4.0,2
345029,M,-13144,Lower secondary,Married,-108,Laborers,Self-employed,45000.0,2.0,0
345032,M,-20852,Secondary / secondary special,Married,-2710,Laborers,Agriculture,148500.0,2.0,0
345034,F,-14432,Higher education,Married,-727,Managers,Business Entity Type 3,225000.0,3.0,1
345064,F,-15959,Higher education,Married,-522,,Medicine,135000.0,4.0,2
345095,M,-10293,Secondary / secondary special,Single / not married,-1153,Core staff,Military,166500.0,2.0,1
345124,F,-18453,Secondary / secondary special,Married,-11305,,Agriculture,297000.0,2.0,0
345148,F,-13174,Secondary / secondary special,Married,-3831,Laborers,Business Entity Type 2,135000.0,4.0,2
345152,F,-21530,Higher education,Married,365243,,XNA,405000.0,2.0,0
345156,F,-13824,Secondary / secondary special,Married,-1078,Managers,Construction,135000.0,3.0,1
345183,M,-14146,Incomplete higher,Married,-1474,Core staff,Police,225000.0,2.0,0
345215,F,-20143,Higher education,Separated,-216,,Transport: type 2,202500.0,1.0,0
345229,M,-10300,Secondary / secondary special,Single / not married,-657,,Other,360000.0,1.0,0
345242,M,-12493,Secondary / secondary special,Married,-588,Laborers,Construction,292500.0,3.0,1
345256,F,-10486,Secondary / secondary special,Married,-3250,Sales staff,Self-employed,90000.0,2.0,0
345295,F,-20495,Secondary / secondary special,Married,-3912,Laborers,Business Entity Type 3,189000.0,2.0,0
345301,M,-8075,Secondary / secondary special,Single / not married,-1176,High skill tech staff,Self-employed,135000.0,1.0,0
345303,F,-15075,Higher education,Civil marriage,-2546,Core staff,Kindergarten,180000.0,2.0,0
345321,M,-8228,Secondary / secondary special,Single / not married,-498,Drivers,Military,112500.0,1.0,0
345331,M,-12071,Secondary / secondary special,Married,-119,,Security,270000.0,3.0,1
345336,M,-13062,Higher education,Married,-198,,Business Entity Type 3,315000.0,2.0,0
345338,M,-10379,Secondary / secondary special,Married,-2848,Laborers,Business Entity Type 3,135000.0,3.0,1
345349,M,-11877,Secondary / secondary special,Separated,-1843,,Business Entity Type 1,90000.0,1.0,0
