本期ID,性别,出生天数,学历,婚姻状况,就业天数,职业类别,单位类别,年收入,家庭人数,子女人数
343864,男,-20260,高中/职高,有配偶,365243,,未知,135000,2,0
343880,女,-11964,高中/职高,有配偶,-1645,清洁工,学校,225000,3,1
343903,男,-10767,高中/职高,民事婚姻,-1656,,工业类别4,112500,2,0
343935,女,-17304,高中/职高,有配偶,-709,销售人员,公司类别3,202500,2,0
343962,男,-11572,高中/职高,未婚,-484,司机,学校,202500,1,0
343985,女,-15814,本科及以上,有配偶,-3180,核心员工,学校,180000,3,1
344009,女,-9418,高中/职高,未婚,-701,销售人员,自由职业,90000,1,0
344010,女,-23363,高中/职高,有配偶,365243,,未知,216000,2,0
344038,女,-16675,本科及以上,有配偶,-5705,经理,政府部门,247500,2,0
344074,男,-23000,高中/职高,有配偶,365243,,未知,112500,2,0
344078,男,-13454,高中/职高,有配偶,-1320,工人,公司类别1,180000,2,0
344092,女,-13117,高中/职高,有配偶,-1861,销售人员,自由职业,135000,2,0
344115,男,-18598,高中/职高,有配偶,-2832,司机,公司类别3,112500,2,0
344146,女,-12787,高中/职高,未婚,-1041,销售人员,自由职业,67500,1,0
344147,男,-9701,高中/职高,民事婚姻,-1947,工人,其他,202500,2,0
344152,女,-11476,高中/职高,未婚,-3543,,自由职业,135000,1,0
344191,男,-11363,高中/职高,有配偶,-392,工人,建筑,202500,4,2
344210,男,-13771,高中/职高,有配偶,-4656,家政人员,服务业,135000,2,0
344216,女,-21330,高中/职高,丧偶,365243,,未知,135000,1,0
344259,女,-13483,高中/职高,未婚,-822,销售人员,贸易类别3,382500,1,0
344261,女,-21884,高中/职高,有配偶,365243,,未知,90000,2,0
344282,女,-21346,高中/职高,未婚,365243,,未知,54000,1,0
344286,女,-10797,本科及以上,有配偶,-2211,核心员工,农业,85500,3,1
344325,男,-16394,高中/职高,民事婚姻,-1087,司机,自由职业,135000,2,0
344329,男,-15660,大学肄业,离异,-2432,工人,公司类别3,270000,1,0
344336,女,-19825,高中/职高,有配偶,-10778,工人,公司类别2,54000,2,0
344347,女,-18124,高中/职高,有配偶,365243,,未知,270000,2,0
344364,女,-20842,本科及以上,有配偶,365243,,未知,56250,2,0
344372,女,-19173,高中/职高,离异,-12125,经理,幼教,157500,1,0
344384,女,-22493,高中/职高,丧偶,365243,,未知,112500,1,0
344400,女,-19303,高中/职高,有配偶,-1503,,幼教,180000,2,0
344418,女,-19576,高中/职高,有配偶,-9640,会计,工业类别3,346500,2,0
344437,女,-22300,高中/职高,有配偶,-15542,医务人员,医疗,157500,2,0
344449,男,-12987,高中/职高,有配偶,-1377,工人,其他,225000,4,2
344459,女,-22858,高中/职高,有配偶,365243,,未知,180000,2,0
344508,女,-19179,高中/职高,有配偶,-1110,销售人员,公司类别3,67500,2,0
344519,女,-12004,高中/职高,有配偶,-1123,核心员工,自由职业,216000,4,2
344523,男,-12278,高中/职高,离异,-2898,工人,交通类别4,153900,1,0
344527,女,-15610,本科及以上,有配偶,-4612,,其他,328500,2,0
344545,女,-18133,本科及以上,有配偶,-7243,经理,工业类别11,148500,2,0
344563,女,-21465,高中/职高,有配偶,-156,清洁工,公司类别3,112500,2,0
344567,女,-20396,高中/职高,离异,-925,清洁工,服务业,90000,1,0
344581,男,-14620,高中/职高,有配偶,-1371,,交通类别4,112500,2,0
344605,女,-11609,本科及以上,有配偶,-1474,工人,酒店,135000,4,2
344613,男,-22024,高中/职高,有配偶,365243,,未知,90000,2,0
344636,女,-20899,高中/职高,民事婚姻,-1321,销售人员,自由职业,225000,2,0
344648,女,-15226,高中/职高,民事婚姻,-1977,经理,公司类别3,225000,4,2
344651,女,-19245,高中/职高,有配偶,365243,,未知,300600,2,0
344661,男,-14894,高中/职高,未婚,-804,工人,公司类别3,90000,2,1
344706,女,-18263,高中/职高,离异,-3234,,其他,81000,1,0
344718,男,-9293,高中/职高,有配偶,-1701,工人,政府部门,180000,3,1
344719,女,-20372,高中/职高,民事婚姻,365243,,未知,180000,2,0
344733,女,-12848,高中/职高,有配偶,-1880,工人,公司类别2,360000,3,1
344743,女,-8517,大学肄业,未婚,-562,工人,医疗,135000,1,0
344744,男,-16313,高中/职高,有配偶,-1348,司机,公司类别3,256500,4,2
344759,女,-14209,高中/职高,有配偶,-2811,销售人员,自由职业,270000,2,0
344775,男,-9154,本科及以上,未婚,-234,销售人员,自由职业,135000,1,0
344824,女,-10778,高中/职高,有配偶,365243,,未知,180000,4,2
344876,女,-19826,高中/职高,民事婚姻,-12171,工人,其他,135000,2,0
344899,男,-13439,高中/职高,民事婚姻,-268,低技能工人,自由职业,171000,2,0
344922,女,-15908,高中/职高,有配偶,-2149,医务人员,医疗,90000,3,1
344932,男,-19791,高中/职高,有配偶,-1874,工人,公司类别3,225000,2,0
344938,女,-19581,高中/职高,有配偶,-4796,,公司类别3,139500,2,0
344950,男,-21815,高中/职高,有配偶,-1679,工人,物业,121500,2,0
344984,女,-11515,高中/职高,有配偶,-2168,销售人员,自由职业,112500,2,0
345006,女,-15586,本科及以上,有配偶,-2898,会计,自由职业,270000,4,2
345029,男,-13144,初中及以下,有配偶,-108,工人,自由职业,45000,2,0
345032,男,-20852,高中/职高,有配偶,-2710,工人,农业,148500,2,0
345034,女,-14432,本科及以上,有配偶,-727,经理,公司类别3,225000,3,1
345064,女,-15959,本科及以上,有配偶,-522,,医疗,135000,4,2
345095,男,-10293,高中/职高,未婚,-1153,核心员工,军队,166500,2,1
345124,女,-18453,高中/职高,有配偶,-11305,,农业,297000,2,0
345148,女,-13174,高中/职高,有配偶,-3831,工人,公司类别2,135000,4,2
345152,女,-21530,本科及以上,有配偶,365243,,未知,405000,2,0
345156,女,-13824,高中/职高,有配偶,-1078,经理,建筑,135000,3,1
345183,男,-14146,大学肄业,有配偶,-1474,核心员工,警察,225000,2,0
345215,女,-20143,本科及以上,离异,-216,,交通类别2,202500,1,0
345229,男,-10300,高中/职高,未婚,-657,,其他,360000,1,0
345242,男,-12493,高中/职高,有配偶,-588,工人,建筑,292500,3,1
345256,女,-10486,高中/职高,有配偶,-3250,销售人员,自由职业,90000,2,0
345295,女,-20495,高中/职高,有配偶,-3912,工人,公司类别3,189000,2,0
345301,男,-8075,高中/职高,未婚,-1176,专业技术人员,自由职业,135000,1,0
345303,女,-15075,本科及以上,民事婚姻,-2546,核心员工,幼教,180000,2,0
345321,男,-8228,高中/职高,未婚,-498,司机,军队,112500,1,0
345331,男,-12071,高中/职高,有配偶,-119,,安保,270000,3,1
345336,男,-13062,本科及以上,有配偶,-198,,公司类别3,315000,2,0
345338,男,-10379,高中/职高,有配偶,-2848,工人,公司类别3,135000,3,1
345349,男,-11877,高中/职高,离异,-1843,,公司类别1,90000,1,0
345357,女,-14210,高中/职高,离异,-344,销售人员,自由职业,90000,2,1
345368,男,-16338,高中/职高,未婚,-1405,安保人员,公司类别3,90000,1,0
345376,男,-11295,高中/职高,离异,-2520,工人,公司类别3,225000,2,1
345400,女,-17748,本科及以上,有配偶,-1286,核心员工,公司类别1,162000,3,1
345406,男,-18491,高中/职高,有配偶,-3074,工人,公司类别3,225000,2,0
345420,女,-20726,高中/职高,有配偶,365243,,未知,90000,2,0
345439,女,-14608,高中/职高,有配偶,-756,工人,自由职业,90000,3,1
345441,女,-21905,本科及以上,有配偶,-453,,其他,157500,2,0
345445,女,-17080,高中/职高,有配偶,-2391,工人,公司类别3,135000,2,0
345454,女,-20954,高中/职高,有配偶,365243,,未知,54000,2,0
345462,女,-23710,高中/职高,有配偶,-8678,清洁工,医疗,144000,2,0
345477,女,-23540,高中/职高,丧偶,365243,,未知,135000,1,0
345494,男,-11229,本科及以上,有配偶,-2460,司机,警察,247500,3,1
345495,女,-14419,高中/职高,未婚,-438,工人,自由职业,202500,1,0
345520,男,-16110,高中/职高,有配偶,-558,司机,贸易类别7,157500,2,0
345537,男,-12971,高中/职高,民事婚姻,-928,工人,其他,202500,3,1
345539,女,-20056,本科及以上,丧偶,-958,会计,自由职业,180000,1,0
345544,女,-17258,高中/职高,有配偶,-2055,厨师,餐饮,112500,2,0
345591,女,-12605,本科及以上,有配偶,-941,,公司类别3,112500,4,2
345610,女,-19796,本科及以上,有配偶,-2648,核心员工,学校,121500,2,0
345611,女,-21716,高中/职高,有配偶,365243,,未知,67500,2,0
345623,女,-21292,高中/职高,有配偶,365243,,未知,94500,2,0
345641,女,-10806,高中/职高,有配偶,-174,销售人员,自由职业,112500,2,0
345654,女,-18259,大学肄业,有配偶,-4832,经理,幼教,121500,2,0
345663,女,-16980,高中/职高,有配偶,-3354,销售人员,自由职业,117000,2,0
345711,女,-13771,高中/职高,民事婚姻,-38,工人,工业类别2,67500,4,2
345730,女,-16459,高中/职高,离异,-4145,工人,工业类别9,67500,1,0
345735,女,-14703,高中/职高,民事婚姻,-2543,,公司类别3,157500,3,1
345757,女,-15952,高中/职高,有配偶,-1744,经理,医疗,90000,2,0
345766,女,-16157,高中/职高,有配偶,-3151,清洁工,其他,103500,3,1
345779,男,-20019,高中/职高,离异,365243,,未知,112500,1,0
345790,女,-20205,高中/职高,未婚,365243,,未知,49500,1,0
345840,男,-18337,高中/职高,离异,-2972,经理,公司类别3,315000,1,0
345844,女,-19866,高中/职高,有配偶,-384,销售人员,贸易类别7,202500,2,0
345856,男,-19990,高中/职高,有配偶,365243,,未知,117000,2,0
345885,男,-21518,高中/职高,有配偶,-6331,,电力,112500,2,0
345888,女,-15939,高中/职高,离异,-1800,清洁工,邮政,157500,1,0
345899,男,-11187,高中/职高,有配偶,-2272,工人,自由职业,135000,2,0
345901,男,-20096,高中/职高,有配偶,-1170,司机,公司类别3,112500,2,0
345904,女,-20434,高中/职高,有配偶,365243,,未知,135000,3,1
345921,女,-24354,高中/职高,离异,365243,,未知,207000,1,0
345943,男,-12882,高中/职高,未婚,-906,司机,公司类别3,270000,1,0
345946,男,-12180,高中/职高,有配偶,-3186,工人,自由职业,450000,4,2
345961,男,-15022,高中/职高,有配偶,-212,工人,公司类别2,135000,2,0
345977,男,-20004,高中/职高,有配偶,365243,,未知,189000,2,0
346021,女,-19438,高中/职高,有配偶,-11944,医务人员,农业,63000,2,0
346023,男,-10980,高中/职高,民事婚姻,-3140,经理,军队,283500,3,1
346033,男,-13230,高中/职高,离异,-3151,安保人员,银行,112500,3,2
346040,女,-12642,高中/职高,有配偶,-2058,销售人员,政府部门,135000,2,0
346065,女,-18609,高中/职高,离异,-2798,工人,公司类别3,315000,1,0
346067,女,-15584,高中/职高,有配偶,-3667,医务人员,医疗,67500,2,0
346074,女,-21277,高中/职高,有配偶,365243,,未知,157500,2,0
346109,女,-17936,大学肄业,有配偶,-1232,销售人员,自由职业,180000,2,0
346162,女,-23439,高中/职高,有配偶,365243,,未知,135000,2,0
346163,男,-15425,高中/职高,有配偶,-109,,其他,67500,2,0
346167,女,-11785,高中/职高,有配偶,-2956,工人,公司类别3,81000,3,1
346169,男,-16100,高中/职高,未婚,-5065,,其他,81000,2,1
346189,男,-10608,高中/职高,未婚,-525,文职人员,自由职业,112500,1,0
346206,女,-10913,本科及以上,有配偶,-1980,工人,公司类别2,126000,2,0
346223,男,-12081,本科及以上,有配偶,-3266,经理,医疗,360000,2,0
346226,男,-16295,高中/职高,有配偶,-703,工人,公司类别3,315000,2,0
346249,男,-15212,高中/职高,有配偶,-4169,工人,军队,157500,4,2
346257,男,-11946,高中/职高,有配偶,-1526,,公司类别3,135000,2,0
346268,男,-24192,高中/职高,有配偶,-3868,工人,物业,184500,2,0
346279,女,-18773,本科及以上,有配偶,-4372,核心员工,政府部门,85500,4,2
346287,女,-20854,高中/职高,有配偶,-14259,核心员工,邮政,202500,2,0
346307,女,-15139,高中/职高,有配偶,-3115,医务人员,医疗,121500,2,0
346319,男,-10408,本科及以上,未婚,-2315,核心员工,银行,157500,1,0
346332,女,-10312,高中/职高,有配偶,-105,销售人员,公司类别3,148500,3,1
346333,男,-20809,本科及以上,有配偶,-5141,经理,工业类别7,202500,2,0
346342,男,-9088,大学肄业,未婚,-208,核心员工,贸易类别3,225000,1,0
346365,男,-14150,高中/职高,有配偶,-914,司机,交通类别3,157500,4,2
346372,女,-22967,高中/职高,有配偶,365243,,未知,81000,2,0
346375,男,-10377,高中/职高,民事婚姻,-1517,工人,学校,166500,2,0
346391,男,-9580,高中/职高,未婚,-2742,服务人员,公司类别3,225000,1,0
346404,男,-10099,高中/职高,有配偶,-321,司机,工业类别3,112500,2,0
346437,女,-15331,高中/职高,有配偶,-1702,经理,贸易类别3,153000,3,1
346460,女,-16950,高中/职高,有配偶,-3783,销售人员,公司类别3,225000,2,0
346465,男,-11670,高中/职高,民事婚姻,-3790,工人,贸易类别7,157500,2,0
346549,女,-18705,高中/职高,有配偶,-1410,,公司类别1,135000,2,0
346569,女,-11233,高中/职高,有配偶,-1638,销售人员,公司类别3,135000,3,1
346575,男,-13870,高中/职高,有配偶,-1925,工人,公司类别3,225000,2,0
346600,女,-19162,高中/职高,有配偶,-3035,销售人员,其他,270000,2,0
346611,男,-18400,高中/职高,有配偶,-218,工人,建筑,135000,2,0
346681,女,-19894,高中/职高,丧偶,-335,清洁工,医疗,112500,1,0
346689,女,-15886,高中/职高,有配偶,-4856,医务人员,其他,112500,3,1
346771,女,-12531,本科及以上,离异,-221,经理,贸易类别3,234000,2,1
346779,女,-21483,本科及以上,有配偶,365243,,未知,180000,2,0
346782,女,-10176,高中/职高,未婚,-1695,,公司类别2,121500,1,0
346798,女,-15494,高中/职高,有配偶,-4419,销售人员,公司类别3,103500,2,0
346824,女,-14641,本科及以上,有配偶,-3304,工人,公司类别1,180000,2,0
346826,女,-24577,高中/职高,丧偶,365243,,未知,58500,1,0
346834,男,-20717,高中/职高,丧偶,365243,,未知,126000,1,0
346842,女,-20233,高中/职高,有配偶,365243,,未知,72000,2,0
346846,女,-19197,高中/职高,有配偶,-234,销售人员,公司类别1,156600,2,0
346858,女,-14009,高中/职高,有配偶,-503,销售人员,自由职业,76500,2,0
346869,女,-15742,高中/职高,有配偶,-1892,经理,政府部门,117000,2,0
346885,男,-12788,高中/职高,有配偶,-4567,工人,公司类别3,171000,4,2
346897,男,-16996,高中/职高,有配偶,-529,司机,政府部门,180000,2,0
346931,女,-18624,高中/职高,有配偶,-1758,工人,公司类别3,180000,2,0
346950,女,-13843,高中/职高,离异,-292,厨师,贸易类别3,148500,1,0
346956,女,-19750,高中/职高,民事婚姻,-1116,清洁工,自由职业,45000,2,0
346957,女,-23589,高中/职高,丧偶,365243,,未知,135000,1,0
346964,女,-12817,高中/职高,有配偶,-724,工人,公司类别3,112500,4,2
346974,女,-19810,高中/职高,丧偶,-7085,专业技术人员,公司类别2,315000,1,0
347000,女,-22803,高中/职高,离异,-9233,核心员工,幼教,225000,1,0
347027,男,-14706,本科及以上,有配偶,-775,经理,公司类别3,315000,2,0
347029,女,-19842,高中/职高,有配偶,-10949,专业技术人员,公司类别2,112500,2,0
347044,男,-18039,本科及以上,有配偶,-946,经理,自由职业,225000,2,0
347049,女,-22464,本科及以上,有配偶,365243,,未知,81000,2,0
347087,男,-16816,本科及以上,有配偶,-6806,工人,物业,90000,2,0
347103,男,-19060,高中/职高,未婚,-1655,低技能工人,餐饮,135000,1,0
347106,女,-12602,本科及以上,有配偶,-704,,幼教,225000,2,0
347108,男,-17237,高中/职高,有配偶,-528,司机,交通类别3,202500,2,0
347132,女,-18256,高中/职高,丧偶,-4575,清洁工,政府部门,67500,1,0
347135,女,-20349,高中/职高,有配偶,365243,,未知,135000,2,0
347155,男,-11523,高中/职高,民事婚姻,-752,,其他,157500,3,1
347169,女,-17709,高中/职高,有配偶,-1265,,幼教,225000,3,1
347178,女,-15977,本科及以上,有配偶,-7705,核心员工,大学,90000,3,1
347202,女,-17566,高中/职高,民事婚姻,-1978,核心员工,邮政,121500,2,0
347237,男,-24575,高中/职高,丧偶,365243,,未知,54000,1,0
347244,女,-17813,高中/职高,有配偶,-5910,工人,军队,135000,2,0
347258,女,-20570,高中/职高,未婚,365243,,未知,99000,1,0
347259,女,-10463,高中/职高,有配偶,-1470,,自由职业,72000,3,1
347276,男,-10434,本科及以上,民事婚姻,-117,,其他,103500,2,0
347285,男,-21469,高中/职高,有配偶,-2435,,学校,121500,2,0
347310,女,-9717,高中/职高,离异,-883,销售人员,公司类别3,175500,1,0
347317,男,-19238,高中/职高,有配偶,-1789,核心员工,公司类别3,135000,2,0
347324,女,-15307,本科及以上,有配偶,-302,,公司类别3,135000,2,0
347328,男,-16334,高中/职高,有配偶,-998,工人,公司类别3,225000,3,1
347351,女,-19945,高中/职高,未婚,-8686,经理,自由职业,112500,1,0
347358,女,-11470,高中/职高,有配偶,-645,销售人员,自由职业,76500,3,1
347362,女,-16251,高中/职高,离异,-667,会计,公司类别3,202500,1,0
347373,女,-13938,高中/职高,有配偶,-949,销售人员,自由职业,90000,4,2
347389,女,-15047,高中/职高,民事婚姻,-886,,公司类别3,247500,2,0
347390,女,-20969,高中/职高,有配偶,365243,,未知,90000,2,0
347396,女,-13854,本科及以上,有配偶,-5186,经理,幼教,135000,3,1
347408,女,-17343,高中/职高,民事婚姻,-514,工人,工业类别7,144000,2,0
347410,女,-16404,高中/职高,有配偶,-3580,经理,公司类别3,306000,2,0
347412,男,-19663,高中/职高,有配偶,-603,工人,建筑,225000,6,4
347448,女,-12701,高中/职高,民事婚姻,-115,工人,工业类别1,135000,3,1
347457,男,-21442,大学肄业,有配偶,-6842,司机,医疗,126000,3,1
347466,女,-21495,本科及以上,未婚,365243,,未知,157500,1,0
347467,男,-11387,高中/职高,未婚,-623,司机,交通类别4,112500,3,2
347473,女,-15437,本科及以上,有配偶,-1346,会计,公司类别3,135000,3,1
347493,男,-16117,大学肄业,有配偶,-771,销售人员,公司类别3,270000,3,1
347519,女,-22036,高中/职高,有配偶,365243,,未知,157500,2,0
347520,女,-11267,高中/职高,有配偶,-4060,工人,自由职业,112500,3,1
347532,女,-16295,高中/职高,有配偶,365243,,未知,202500,2,0
347543,女,-17174,高中/职高,有配偶,-1309,销售人员,自由职业,157500,2,0
347564,女,-15579,高中/职高,民事婚姻,-2567,销售人员,贸易类别7,135000,4,2
347569,女,-14828,高中/职高,有配偶,-8088,医务人员,医疗,135000,2,0
347573,女,-10826,本科及以上,民事婚姻,-2826,核心员工,学校,346500,2,0
347582,女,-19906,高中/职高,有配偶,-1187,厨师,医疗,67500,2,0
347585,女,-16432,高中/职高,离异,-9539,工人,工业类别5,112500,2,1
347593,女,-21363,高中/职高,有配偶,-14441,专业技术人员,政府部门,360000,2,0
347606,女,-9738,高中/职高,未婚,-829,核心员工,贸易类别3,139446,1,0
347622,女,-15844,高中/职高,有配偶,-3376,司机,自由职业,315000,4,2
347632,男,-15365,高中/职高,有配偶,-897,司机,交通类别4,270000,2,0
347648,男,-13377,高中/职高,有配偶,-3361,工人,其他,292500,2,0
347649,男,-22292,高中/职高,有配偶,365243,,未知,180000,4,2
347660,女,-12387,高中/职高,有配偶,-1355,工人,农业,112500,4,2
347696,男,-19880,高中/职高,有配偶,365243,,未知,130500,2,0
347710,男,-13142,高中/职高,有配偶,-2368,司机,应急部门,103500,4,2
347713,女,-12099,高中/职高,有配偶,-2700,工人,其他,157500,5,3
347715,男,-15398,本科及以上,有配偶,-8010,专业技术人员,军队,225000,4,2
347735,女,-16090,高中/职高,有配偶,-1100,清洁工,贸易类别7,63000,2,0
347737,男,-11587,高中/职高,有配偶,-611,经理,自由职业,180000,3,1
347739,女,-16477,高中/职高,有配偶,-1023,销售人员,自由职业,189000,2,0
347743,女,-17783,高中/职高,有配偶,-10320,核心员工,学校,135000,2,0
347760,女,-20121,本科及以上,离异,365243,,未知,85500,1,0
347761,女,-13970,高中/职高,离异,-426,厨师,银行,283500,1,0
347768,女,-11664,本科及以上,有配偶,-1312,工人,公司类别2,157500,3,1
347780,女,-22221,高中/职高,有配偶,365243,,未知,153000,2,0
347794,女,-21240,高中/职高,丧偶,365243,,未知,135000,1,0
347804,女,-19680,高中/职高,丧偶,-3991,会计,自由职业,202500,1,0
347805,女,-14514,高中/职高,有配偶,-415,经理,自由职业,315000,3,1
347811,男,-10614,高中/职高,有配偶,-1352,销售人员,其他,135000,2,0
347825,女,-21955,本科及以上,有配偶,-12455,核心员工,学校,270000,2,0
347830,男,-15202,高中/职高,有配偶,-674,司机,公司类别3,157500,4,2
347833,女,-14189,高中/职高,民事婚姻,-168,,服务业,180000,2,0
347850,女,-14921,高中/职高,有配偶,-5737,工人,应急部门,81000,4,2
347870,女,-19168,高中/职高,有配偶,-10309,,政府部门,103500,2,0
347881,女,-15329,高中/职高,有配偶,-5879,会计,建筑,175500,3,1
347883,女,-24769,初中及以下,离异,-7737,清洁工,大学,108000,1,0
347892,女,-12357,高中/职高,有配偶,-603,销售人员,公司类别1,135000,3,1
347903,女,-20993,高中/职高,有配偶,365243,,未知,90000,2,0
347931,女,-21332,高中/职高,未婚,365243,,未知,54000,1,0
347932,男,-14297,高中/职高,未婚,-857,工人,贸易类别6,202500,1,0
347935,男,-15484,高中/职高,有配偶,-526,,工业类别9,135000,3,1
347980,女,-11632,本科及以上,离异,-3021,医务人员,医疗,157500,2,1
348012,女,-20328,高中/职高,有配偶,365243,,未知,112500,2,0
348017,男,-21897,高中/职高,有配偶,-13923,工人,公司类别1,121500,2,0
348061,女,-14403,本科及以上,有配偶,-4721,核心员工,学校,189000,3,1
348103,女,-20262,高中/职高,离异,-2025,,公司类别3,315000,1,0
348105,男,-11926,大学肄业,未婚,-481,工人,公司类别1,225000,1,0
348132,女,-15589,高中/职高,有配偶,-444,,保洁,112500,2,0
348136,女,-9291,高中/职高,有配偶,-173,工人,自由职业,90000,3,1
348178,女,-22179,高中/职高,未婚,365243,,未知,103500,1,0
348189,女,-14642,高中/职高,有配偶,-1134,核心员工,保洁,157500,3,1
348206,男,-9959,本科及以上,有配偶,-2308,核心员工,贸易类别2,202500,4,2
348225,女,-14770,本科及以上,有配偶,-3450,医务人员,医疗,297000,3,1
348232,男,-12405,高中/职高,有配偶,-304,工人,电力,157500,3,1
348240,女,-11524,本科及以上,有配偶,-283,销售人员,通信,180000,2,0
348256,女,-16067,高中/职高,有配偶,-1128,销售人员,贸易类别7,180000,3,1
348286,女,-16797,高中/职高,有配偶,-2458,,公司类别3,90000,2,0
348293,男,-21209,高中/职高,有配偶,-166,,政府部门,135000,2,0
348299,女,-22727,高中/职高,有配偶,365243,,未知,315000,2,0
348329,女,-14329,高中/职高,有配偶,-3290,销售人员,贸易类别7,135000,5,3
348331,男,-24800,高中/职高,有配偶,365243,,未知,95850,2,0
348376,女,-18612,高中/职高,有配偶,-1494,清洁工,工业类别9,121500,2,0
348385,女,-12740,高中/职高,有配偶,-3097,工人,物业,112500,2,0
348393,女,-22837,本科及以上,有配偶,-4526,,自由职业,135000,2,0
348415,女,-22473,高中/职高,丧偶,365243,,未知,112500,1,0
348422,女,-18821,高中/职高,有配偶,365243,,未知,112500,2,0
348438,女,-22783,高中/职高,未婚,-2150,核心员工,政府部门,283500,1,0
348468,女,-21868,本科及以上,有配偶,365243,,未知,90000,2,0
348506,男,-17025,高中/职高,有配偶,-2983,司机,交通类别3,225000,2,0
348521,女,-15436,本科及以上,有配偶,-6009,清洁工,文娱,202500,3,1
348523,女,-14303,高中/职高,民事婚姻,-5321,安保人员,幼教,180000,2,0
348528,男,-18348,高中/职高,有配偶,-3127,,公司类别3,202500,2,0
348550,女,-13313,本科及以上,有配偶,-3781,,工业类别9,202500,4,2
348555,女,-10909,高中/职高,有配偶,-748,销售人员,公司类别3,45000,4,2
348581,女,-23439,高中/职高,未婚,-3037,清洁工,医疗,180000,1,0
348582,男,-22141,本科及以上,有配偶,365243,,未知,189000,2,0
348587,男,-20756,高中/职高,有配偶,-2341,专业技术人员,公共安全,90000,2,0
348612,男,-10744,高中/职高,有配偶,-772,,工业类别9,90000,3,1
348622,女,-20023,高中/职高,有配偶,-6726,会计,警察,135000,2,0
348634,男,-13787,高中/职高,未婚,-703,司机,交通类别3,135000,1,0
348635,男,-16161,高中/职高,有配偶,-610,工人,工业类别1,112500,2,0
348637,男,-19585,高中/职高,有配偶,-2357,,公司类别1,157500,2,0
348638,女,-22423,高中/职高,民事婚姻,365243,,未知,540000,2,0
348640,女,-17536,本科及以上,民事婚姻,-170,工人,贸易类别7,112500,2,0
348648,女,-16102,高中/职高,离异,-2741,专业技术人员,公司类别3,157500,1,0
348657,女,-21015,高中/职高,有配偶,-5347,清洁工,公司类别3,135000,3,1
348660,男,-9874,高中/职高,未婚,-1656,核心员工,政府部门,144000,1,0
348676,女,-20957,高中/职高,未婚,-2518,医务人员,医疗,112500,1,0
348686,女,-9366,本科及以上,有配偶,-413,会计,公司类别3,157500,3,1
348695,男,-21712,本科及以上,民事婚姻,365243,,未知,135000,2,0
348697,男,-15922,高中/职高,民事婚姻,-599,工人,公司类别3,144000,4,2
348716,男,-16492,高中/职高,有配偶,-448,安保人员,安保,166500,2,0
348718,女,-19857,高中/职高,丧偶,-254,清洁工,公司类别3,112500,1,0
348730,女,-13637,本科及以上,有配偶,-6388,,大学,180000,3,1
348744,女,-15268,高中/职高,有配偶,-2218,工人,自由职业,112500,3,1
348748,男,-16290,本科及以上,未婚,-2054,销售人员,自由职业,148500,1,0
348778,女,-16179,高中/职高,有配偶,-3010,工人,公司类别3,171000,3,1
348814,男,-14531,初中及以下,有配偶,-2917,工人,公司类别3,99000,2,0
348832,男,-13089,本科及以上,未婚,-497,经理,公司类别3,270000,2,1
348874,男,-16262,高中/职高,有配偶,-2404,,其他,270000,2,0
348881,男,-22299,本科及以上,有配偶,365243,,未知,315000,2,0
348889,男,-21707,高中/职高,有配偶,-1385,,通信,135000,2,0
348923,男,-15333,高中/职高,有配偶,-2347,工人,自由职业,157500,5,3
348946,男,-19130,高中/职高,有配偶,-8938,经理,农业,585000,2,0
348956,男,-16464,高中/职高,有配偶,-1956,工人,公司类别3,90000,2,0
348975,女,-16503,高中/职高,有配偶,-7758,工人,学校,112500,2,0
348992,女,-23971,高中/职高,丧偶,365243,,未知,157500,1,0
349004,男,-16039,高中/职高,有配偶,-268,工人,公司类别3,162000,2,0
349010,女,-19503,本科及以上,未婚,-7142,家政人员,公司类别3,157500,1,0
349044,女,-14733,本科及以上,有配偶,365243,,未知,135000,2,0
349084,女,-14969,高中/职高,有配偶,-1339,销售人员,自由职业,90000,2,0
349094,女,-19110,高中/职高,有配偶,-4389,,其他,198000,2,0
349096,男,-20694,高中/职高,民事婚姻,-2844,,公司类别3,90000,2,0
349111,男,-20292,高中/职高,有配偶,-2406,司机,医疗,234000,4,2
349133,女,-15370,本科及以上,丧偶,-357,,公司类别3,225000,1,0
349137,男,-20875,大学肄业,有配偶,-2705,经理,农业,225000,2,0
349143,男,-24900,高中/职高,有配偶,365243,,未知,270000,2,0
349148,男,-8136,高中/职高,有配偶,-649,,公司类别3,135000,2,0
349152,女,-18157,本科及以上,未婚,-289,销售人员,自由职业,135000,1,0
349159,女,-12155,本科,未婚,-3049,,公司类别3,175500,1,0
349164,女,-15777,高中/职高,民事婚姻,-2486,工人,公司类别3,135000,4,2
349178,男,-11126,本科及以上,未婚,-2580,专业技术人员,其他,247500,1,0
349202,女,-20817,高中/职高,有配偶,365243,,未知,202500,2,0
349232,男,-16007,高中/职高,有配偶,-4723,核心员工,军队,135000,2,0
349233,男,-17568,高中/职高,有配偶,-2830,司机,其他,202500,3,1
349244,男,-16036,高中/职高,有配偶,-6527,销售人员,政府部门,180000,2,0
349252,女,-23738,高中/职高,丧偶,365243,,未知,67500,1,0
349264,男,-18707,本科及以上,有配偶,365243,,未知,162000,3,1
349274,女,-10870,初中及以下,有配偶,-716,工人,工业类别9,202500,3,1
